"ele","time","lat","lon","min"
45,"2015-08-03T13:24:44Z",56.8328066,12.7089783,804
53,"2015-08-03T14:05:05Z",56.4172983,12.948185,845
19,"2015-08-03T14:12:55Z",56.2886616,12.901225,852
31,"2015-08-03T14:28:38Z",56.0401383,12.785855,868
-21,"2015-08-03T14:46:57Z",55.7627416,12.9906033,886
-284,"2015-08-03T14:54:48Z",55.664225,13.0991733,894
28,"2015-08-03T15:07:55Z",55.5658166,12.9166433,907
40,"2015-08-03T16:09:07Z",55.5961533,12.2859545,969
11,"2015-08-03T17:09:07Z",55.3652366,10.53019,1029
105,"2015-08-03T18:09:07Z",55.388165,10.2472933,1089
0,"2015-08-04T03:54:23Z",55.37119,10.23289,234
35,"2015-08-04T03:54:31Z",55.3888916,10.247845,234
51,"2015-08-04T04:41:38Z",55.2179016,9.3747833,281
54,"2015-08-04T04:52:06Z",55.0184,9.360765,292
44,"2015-08-04T04:54:43Z",54.9693333,9.3816716,294
50,"2015-08-04T05:07:48Z",54.7444983,9.3796016,307
17,"2015-08-04T05:18:16Z",54.5449183,9.4687183,318
33,"2015-08-04T05:33:58Z",54.4458666,9.587435,333
11,"2015-08-04T06:14:54Z",53.851865,9.9385266,374
31,"2015-08-04T06:22:45Z",53.751785,9.9497033,382
19,"2015-08-04T06:33:13Z",53.6160733,9.9127616,393
0,"2015-08-04T07:44:13Z",52.6952568,9.6856331,464
38,"2015-08-04T07:44:25Z",52.6658633,9.69687,464
38,"2015-08-04T07:44:25Z",52.6658633,9.69687,464
38,"2015-08-04T07:44:25Z",52.6658633,9.69687,464
0,"2015-08-04T08:32:43Z",51.95126,10.1415,512
94,"2015-08-04T08:33:06Z",51.9410833,10.1450816,513
94,"2015-08-04T08:33:06Z",51.9410833,10.1450816,513
94,"2015-08-04T08:33:06Z",51.9410833,10.1450816,513
94,"2015-08-04T08:33:06Z",51.9410833,10.1450816,513
94,"2015-08-04T08:33:06Z",51.9410833,10.1450816,513
94,"2015-08-04T08:33:06Z",51.9410833,10.1450816,513
94,"2015-08-04T08:33:06Z",51.9410833,10.1450816,513
280,"2015-08-04T09:17:30Z",51.3428233,9.5974916,557
204,"2015-08-04T09:27:58Z",51.3205138,9.5644677,567
243,"2015-08-04T09:40:10Z",51.2580283,9.51685,580
281,"2015-08-04T09:48:01Z",51.1495183,9.4758383,588
466,"2015-08-04T10:03:43Z",50.9353333,9.5429583,603
262,"2015-08-04T10:16:48Z",50.7625916,9.594885,616
346,"2015-08-04T10:37:44Z",50.4527033,9.73106,637
438,"2015-08-04T10:48:16Z",50.3114933,9.8477783,648
301,"2015-08-04T11:22:21Z",49.797265,10.05277,682
238,"2015-08-04T11:32:49Z",49.77681,10.3059316,692
378,"2015-08-04T12:29:05Z",49.4191933,11.2806266,749
473,"2015-08-04T12:39:47Z",49.3144583,11.5089933,759
315,"2015-08-04T14:06:54Z",48.7667333,13.0502383,846
361,"2015-08-04T14:22:34Z",48.60449,13.37003,862
443,"2015-08-04T14:50:23Z",48.22431,13.60903,890
402,"2015-08-04T14:58:14Z",48.1821883,13.8009883,898
309,"2015-08-04T15:11:19Z",48.17468,14.1266683,911
257,"2015-08-04T15:19:10Z",48.2199866,14.2963016,919
405,"2015-08-04T16:21:22Z",48.3559441,14.5188545,981
